,reviewrating,reusefulcount,recoolcount,refunnycount,friendcount,fancount,tipcount,reviewcount,firstcount,usefulcount,coolcount,complimentcount,funnycount,busrating,buscateg,pricerange,monmembership,firstreview,maxReviewDay,avgReviewDay,avgpostedrating,avgreviewlen,polarity,subjective
8851,1,0,0,0,0,0,0,5,0,0,0,0,1,4.0,1,1,0,0,2,1,4,770,0.13963358070500928,0.33848948670377244
8852,4,0,0,0,21,1,0,47,0,18,11,3,20,4.0,1,1,7,0,7,2,3,743,0.3888888888888889,0.6138888888888889
8853,4,0,0,0,25,7,0,232,5,125,57,30,43,4.0,1,2,26,0,37,3,3,433,-0.0009523809523809545,0.4438095238095238
8854,5,0,0,0,0,0,0,10,1,0,0,0,0,4.0,1,1,23,0,2,1,4,331,0.25772727272727275,0.48166666666666663
8855,2,1,0,0,0,0,0,3,0,1,0,0,0,4.0,1,2,68,0,1,1,2,624,0.17272727272727273,0.32575757575757575
8856,5,0,0,0,26,0,4,58,0,31,9,2,11,4.0,1,1,1,0,5,2,3,654,0.32708333333333334,0.5041666666666667
8857,5,0,0,0,0,0,0,2,0,0,0,0,0,4.0,1,0,0,0,1,1,3,63,0.6,0.7125
8858,1,0,0,0,0,0,0,4,0,2,1,0,1,3.5,1,1,14,0,1,1,2,829,0.17708333333333337,0.6107638888888889
8859,5,3,3,3,988,158,472,1057,79,10450,9653,10253,8374,4.0,1,2,34,0,9,2,4,1615,0.2761904761904762,0.5595238095238096
8860,5,0,0,0,0,0,0,2,0,0,0,0,2,3.5,1,1,4,0,2,1,4,1639,0.12012987012987011,0.41190476190476194
8861,4,0,0,0,1,0,0,20,0,11,5,1,0,3.5,1,2,12,0,4,1,4,1047,0.2742985409652076,0.5611391694725028
8862,5,0,0,0,0,0,0,8,0,1,0,0,0,4.5,1,2,0,0,6,2,4,428,0.6345238095238096,0.5452380952380952
8863,4,1,1,1,7,1,34,69,2,10,7,3,6,4.0,1,1,0,0,20,4,3,345,0.65,0.675
8864,5,0,0,0,5,1,1,110,2,35,12,6,7,4.0,1,0,16,0,11,2,4,431,0.5187499999999999,0.45625
8865,5,0,0,0,61,4,140,136,4,131,68,62,24,4.0,1,2,24,0,16,4,4,539,0.2758333333333333,0.4908333333333333
8866,2,0,0,0,83,7,25,184,27,251,142,62,114,3.5,1,1,11,0,8,1,3,561,0.23440860215053763,0.5025089605734767
8867,4,0,0,0,4,0,0,18,0,16,3,0,14,4.0,1,1,24,0,4,1,3,715,0.15999999999999998,0.555
8868,4,0,0,0,4,0,0,9,0,10,3,0,5,3.5,1,1,0,0,6,2,4,1217,0.16463541666666667,0.49786458333333344
8869,5,0,1,0,63,7,2,274,12,176,79,39,93,3.5,0,2,33,0,10,1,3,845,0.3172857142857143,0.5912857142857143
8870,5,1,1,0,1,0,1,17,0,19,4,1,3,3.5,0,2,23,0,6,2,4,1014,0.3375,0.75
8871,2,3,1,0,33,8,2,53,3,138,77,51,75,4.0,0,2,27,0,3,1,3,775,-0.18888888888888888,0.7611111111111111
8872,5,0,0,0,2,0,0,23,0,10,1,1,1,4.0,1,2,10,0,15,11,4,91,0.2,0.25
8873,3,1,0,0,193,20,20,512,14,464,294,188,163,3.5,0,2,37,0,19,3,3,783,0.175,0.4916666666666667
8874,4,0,0,0,0,0,0,8,0,3,0,0,2,3.5,1,1,0,0,4,1,3,330,0.39203463203463207,0.5485281385281385
8875,4,0,0,0,0,0,0,2,0,0,0,0,0,4.0,1,0,0,0,1,1,4,282,0.55,0.4740740740740741
8876,4,0,0,0,104,8,0,604,24,325,140,61,89,4.0,1,1,52,0,62,3,3,577,0.12072751322751324,0.47133597883597883
8877,5,0,0,0,21,0,0,21,1,16,5,2,8,3.5,1,1,39,0,6,2,4,835,0.16999999999999998,0.39
8878,1,9,2,4,0,0,0,16,0,36,8,0,20,4.0,1,1,18,0,2,1,2,502,0.07500000000000001,0.4666666666666667
8879,1,0,0,0,0,1,0,2,0,0,0,1,0,4.0,1,1,0,0,2,2,3,1028,-0.12678571428571428,0.4044642857142857
8880,3,0,0,0,9,0,0,27,0,12,4,4,7,4.0,1,0,2,0,10,3,3,1284,0.3875,0.5375000000000001
8881,1,0,0,0,0,0,0,1,0,0,0,0,0,4.0,1,1,0,0,1,1,1,765,-0.19166666666666665,0.3833333333333333
8882,4,9,8,7,430,81,100,658,40,4941,4481,5403,4202,4.0,1,0,26,0,12,1,4,1299,-0.046296296296296266,0.6083333333333333
8883,4,0,0,0,1,0,0,2,0,1,0,0,1,3.5,1,2,0,0,2,2,4,953,0.3428571428571428,0.662610229276896
8884,2,0,0,0,8,0,0,35,2,32,10,5,7,4.0,1,2,32,0,9,2,3,607,0.19166666666666665,0.49722222222222223
8885,5,0,0,0,0,0,0,1,0,0,0,0,0,4.0,1,2,0,0,1,1,5,512,0.36190476190476195,0.5119047619047619
8886,5,1,0,0,61,4,45,208,2,178,72,27,66,4.0,1,1,41,0,19,3,3,1000,0.31339285714285714,0.3860119047619047
8887,5,0,0,0,0,0,0,2,0,1,1,0,0,4.0,1,1,0,0,1,1,5,734,0.33581649831649835,0.4939814814814814
8888,5,0,0,0,0,0,0,1,0,0,0,0,0,4.0,1,1,0,0,1,1,5,1073,0.17433862433862435,0.5236772486772486
8889,1,0,0,0,0,0,0,24,0,2,0,0,2,4.0,1,0,2,0,9,1,4,489,-0.10382653061224491,0.44617346938775515
8890,5,0,0,0,0,0,0,3,0,1,0,0,0,4.0,1,0,0,0,2,1,4,278,0.6625,0.45833333333333337
8891,2,0,0,0,2,0,0,22,0,4,3,1,4,4.0,1,1,35,0,3,1,4,353,0.42142857142857143,0.5190476190476191
8892,2,0,0,0,1,0,0,1,0,0,0,0,0,4.0,1,2,32,0,1,1,2,848,0.24372294372294367,0.5862193362193362
8893,1,0,0,0,0,0,0,1,0,0,0,0,0,4.0,1,2,0,0,1,1,1,1129,0.24722222222222223,0.44722222222222224
8894,4,0,0,0,11,0,0,13,0,6,4,4,3,4.5,1,2,1,0,3,1,3,439,0.35,0.35000000000000003
8895,4,0,0,0,0,1,0,2,0,0,0,0,3,4.0,1,1,2,0,1,1,3,259,0.35000000000000003,0.3731481481481482
8896,5,3,0,1,14,1,0,15,0,18,6,3,5,3.5,0,1,20,0,2,1,3,589,0.12766666666666668,0.5773333333333334
8897,5,0,0,0,5,1,5,9,1,1,0,0,0,3.5,1,1,7,0,6,2,4,125,0.5,0.6
8898,4,0,0,0,7,1,0,30,0,46,24,29,11,4.0,1,1,24,0,8,2,3,831,0.3192258721670487,0.5140056022408963
8899,3,0,0,0,8,1,0,27,0,2,1,2,1,4.0,1,2,3,0,4,1,3,781,0.29473684210526313,0.5362573099415205
8900,4,2,2,0,32,1,1,21,0,24,11,8,1,4.0,1,1,44,0,4,2,3,549,0.15717948717948718,0.45692307692307693
8901,1,0,0,0,0,0,0,1,0,2,1,0,1,3.5,1,1,0,0,1,1,1,1153,0.03148148148148149,0.4361111111111111
8902,4,0,0,0,17,0,0,29,3,41,29,2,18,4.0,1,1,34,1,5,1,3,1172,0.07347374847374846,0.35039682539682543
8903,4,0,0,0,6,1,0,53,3,35,12,9,9,3.5,0,2,20,0,20,5,4,252,0.5,0.6
8904,5,0,0,0,15,0,0,6,0,2,1,0,0,4.0,1,1,5,0,3,1,4,445,0.0,0.5
8905,3,2,0,1,8,0,0,19,0,19,3,1,3,4.0,1,1,7,0,3,1,2,695,0.1525482093663912,0.6236455463728191
8906,4,0,0,0,0,0,0,4,0,0,0,0,0,4.0,1,1,0,0,2,1,4,1744,0.24133333333333337,0.4040000000000001
8907,5,1,0,0,0,0,0,6,0,5,1,0,2,4.0,1,1,23,0,6,6,3,1251,0.3280011655011655,0.4881410256410256
8908,4,0,0,0,0,0,0,4,1,0,0,0,0,3.5,1,1,8,0,3,2,3,669,0.5,0.4833333333333334
8909,5,0,0,0,8,0,38,17,1,0,0,0,0,4.0,1,1,19,0,6,2,4,998,0.4218614718614719,0.3601731601731602
8910,5,4,5,3,539,57,0,1019,159,6075,4841,1971,4754,4.0,1,2,50,0,10,1,3,1123,0.10357142857142856,0.3415636446886447
8911,5,0,0,0,0,0,0,4,0,1,0,0,0,4.0,1,2,1,0,1,1,4,362,0.4357142857142858,0.5666666666666667
8912,5,0,0,0,45,5,0,163,12,151,62,50,52,4.0,1,1,38,0,13,2,3,967,0.311,0.361
8913,5,0,0,0,24,4,43,122,4,100,66,26,11,4.0,1,1,34,0,9,2,4,1003,0.35500000000000004,0.4683333333333334
8914,2,0,1,0,0,0,0,14,0,7,4,0,2,3.5,1,1,13,0,3,1,4,725,-0.10000000000000002,0.2423076923076923
8915,2,0,0,0,142,7,13,230,9,246,88,54,69,4.0,1,3,6,0,9,3,3,498,0.023333333333333355,0.6248148148148148
8916,5,0,0,0,0,0,0,15,0,3,1,0,0,4.0,1,1,0,0,15,15,3,298,0.55,0.5900000000000001
8917,4,0,0,0,37,0,2,9,1,9,2,2,6,4.0,1,1,1,0,3,1,3,671,0.32,0.16
8918,5,0,0,0,0,0,0,1,0,0,0,0,0,4.0,1,1,0,0,1,1,5,229,0.25,0.3111111111111111
8919,5,0,0,0,0,0,0,4,0,1,0,0,0,4.0,1,1,0,0,3,2,3,352,0.12166666666666665,0.43891025641025644
8920,1,0,0,0,1,0,0,2,0,0,0,0,0,4.0,1,0,0,0,1,1,1,153,0.3566666666666667,0.6266666666666667
8921,4,0,0,0,11,0,0,13,0,6,4,4,3,4.0,1,1,1,0,3,1,3,439,0.25,0.48333333333333334
8922,4,0,0,0,6,0,0,8,0,1,1,1,3,4.0,1,1,1,0,3,1,4,434,0.4142857142857143,0.45535714285714285
8923,5,0,0,0,0,0,0,1,0,0,0,0,0,4.0,1,1,0,0,1,1,5,509,0.375,0.41500000000000004
8924,5,0,0,0,24,0,8,11,0,7,2,0,7,4.0,1,0,39,0,5,2,3,205,0.65,0.675
8925,5,0,0,1,0,0,0,7,0,4,0,0,1,4.0,0,1,1,0,3,2,3,1265,0.3373671782762692,0.49783549783549785
8926,4,1,0,0,52,2,125,112,5,242,168,80,143,4.0,1,2,40,0,4,1,3,1139,0.28125,0.5166666666666666
8927,1,0,0,0,0,0,0,1,0,0,0,0,0,4.0,1,1,0,0,1,1,1,1870,0.1854166666666667,0.5312499999999999
8928,5,3,2,1,26,7,0,107,1,180,76,19,35,4.0,1,1,31,0,7,2,4,1064,0.39444444444444443,0.6524691358024692
8929,1,0,0,0,0,0,0,1,0,0,0,0,0,4.0,1,1,1,0,1,1,1,108,0.0,0.0
8930,3,0,0,0,14,1,0,61,4,60,20,7,22,3.5,1,1,5,0,4,1,3,1281,0.3626984126984126,0.5460317460317461
8931,5,0,0,0,0,0,0,1,0,0,0,0,0,3.5,1,1,0,0,1,1,5,217,0.3144155844155844,0.4938095238095238
8932,1,0,0,0,0,0,0,7,0,1,0,0,1,4.0,1,1,0,0,4,3,2,368,-0.0638888888888889,0.7638888888888888
8933,5,0,0,0,0,0,0,3,0,2,0,0,0,4.0,1,1,0,0,3,3,4,137,0.525,0.525
8934,3,1,0,0,8,3,0,69,1,62,12,5,17,3.5,1,2,2,0,5,1,3,555,0.20555555555555552,0.5527777777777777
8935,4,1,0,0,9,0,62,55,19,13,5,10,3,4.0,1,1,22,0,18,3,3,257,0.0,0.4
8936,5,0,0,0,5,0,41,96,4,44,18,9,11,4.0,1,1,36,0,4,1,3,807,0.16428571428571428,0.23956043956043957
8937,5,3,2,1,511,66,3,838,175,4146,3448,2458,3411,4.0,0,1,48,0,22,1,3,814,0.375,0.8472222222222223
8938,5,1,2,1,0,0,0,18,0,3,3,0,2,4.0,1,1,0,0,6,3,4,163,0.37777777777777777,0.47222222222222215
8939,5,0,0,0,2,0,1,141,9,51,16,7,6,4.0,1,1,16,0,26,5,3,422,0.22499999999999998,0.2833333333333333
8940,3,1,0,0,1106,29,0,946,9,1747,1056,206,545,3.5,1,1,9,0,22,4,3,333,0.75,0.825
8941,5,0,0,0,0,0,0,3,0,0,0,0,0,4.0,1,1,10,0,1,1,5,359,0.5499999999999999,0.6785714285714286
8942,3,0,0,0,26,1,0,185,76,284,29,18,127,3.0,0,1,24,0,11,1,2,1187,0.0879329004329004,0.2941017316017316
8943,5,0,0,0,1,0,0,6,0,0,0,0,2,3.5,1,1,0,0,4,3,3,311,0.6,0.64
8944,4,0,0,0,26,2,21,48,0,8,6,4,4,4.0,1,0,14,0,7,2,4,203,0.45,0.6499999999999999
8945,4,0,0,0,2,0,0,13,1,0,0,0,0,4.0,1,1,4,0,4,1,3,556,0.3166666666666667,0.45
8946,4,0,0,0,2,1,2,24,0,5,1,1,3,3.5,1,1,10,0,8,3,2,474,0.1951048951048951,0.5452214452214453
8947,4,1,0,0,38,2,9,80,0,82,34,11,20,4.0,1,1,36,0,5,1,3,731,0.19687500000000002,0.5291666666666667
8948,4,0,0,0,0,0,0,8,0,0,0,0,0,4.0,1,1,0,0,8,8,3,247,0.5666666666666667,0.5666666666666668
8949,5,0,0,0,1,0,0,8,0,1,1,0,0,4.0,0,2,0,0,3,1,4,215,0.7083333333333333,0.5791666666666666
8950,5,0,0,0,0,0,0,12,0,12,2,0,4,3.5,1,1,13,0,4,1,2,288,0.13333333333333333,0.43333333333333335
8951,5,0,0,0,1,1,0,3,0,1,0,0,0,4.0,1,3,0,0,2,1,3,225,0.25999999999999995,0.5800000000000001
8952,5,0,0,0,2,0,0,2,0,0,1,0,0,3.5,1,1,0,0,2,2,5,399,0.30000000000000004,0.44999999999999996
8953,5,0,0,0,1,0,0,3,0,3,0,0,0,4.0,1,1,27,0,1,1,3,977,0.29158163265306125,0.6056972789115646
8954,5,0,0,0,0,0,0,7,0,2,2,0,0,4.0,1,0,20,0,7,7,3,311,0.26785714285714285,0.5563492063492064
8955,3,0,0,0,0,0,0,11,0,4,2,1,0,4.0,1,2,0,0,5,1,4,454,0.10656565656565657,0.5702020202020203
8956,4,0,0,0,17,0,0,1,0,0,0,0,0,4.0,1,2,0,0,1,1,4,538,0.5971428571428572,0.6171428571428572
8957,5,0,0,0,3,0,28,52,1,23,13,5,16,4.0,1,0,12,0,3,1,3,485,0.48571428571428577,0.5214285714285715
8958,5,0,0,0,95,2,0,13,0,3,3,2,0,4.5,1,3,0,0,5,2,3,398,0.0,0.0
8959,5,1,1,0,19,1,3,22,0,31,20,4,22,4.5,1,0,17,0,5,1,4,927,0.40625,0.4027777777777778
8960,5,0,0,0,0,0,0,8,0,0,0,0,0,4.0,1,1,0,0,8,8,4,539,0.11249999999999999,0.6972222222222222
8961,4,0,0,0,0,0,0,5,0,0,0,0,0,4.0,1,2,1,0,2,1,4,382,0.6314285714285715,0.6542857142857144
8962,4,0,0,0,0,0,0,22,1,8,2,1,1,4.5,1,0,15,0,9,2,4,685,0.28214285714285714,0.4761904761904761
8963,3,1,0,0,1,0,24,115,2,19,11,2,9,3.0,0,2,3,0,16,2,2,77,0.16,0.5399999999999999
8964,5,0,0,0,153,2,0,20,0,19,9,0,9,4.0,1,2,3,0,5,2,4,673,0.4443452380952381,0.604563492063492
8965,5,0,0,0,0,0,0,11,0,13,1,0,0,4.5,1,1,8,0,7,3,4,269,0.3090909090909091,0.625
8966,2,0,0,0,0,0,0,4,0,0,0,0,0,4.0,1,2,3,0,2,1,1,619,0.20940476190476187,0.4398809523809524
8967,5,1,0,0,91,8,54,109,7,175,84,64,92,4.0,1,2,20,0,12,2,3,1116,0.09545454545454546,0.2959595959595959
8968,4,0,0,0,0,0,0,6,0,0,0,0,0,4.0,1,1,0,0,4,3,4,81,0.7,0.75
8969,4,0,0,0,38,2,0,87,1,113,17,5,30,4.0,1,1,23,0,10,2,3,727,0.22241200828157345,0.5092650103519668
8970,1,3,1,0,37,5,18,51,17,190,71,42,45,3.5,1,1,24,0,7,1,3,1530,0.04285714285714287,0.5619047619047619
8971,5,1,0,0,0,0,0,2,1,4,0,0,0,4.0,1,1,14,0,3,3,3,2408,0.22499999999999998,0.287962962962963
8972,5,5,0,0,2,0,0,8,0,5,0,0,0,4.0,1,1,11,0,4,2,4,721,0.28249007936507936,0.3769345238095238
8973,5,0,0,0,0,0,0,3,0,1,0,0,0,4.0,1,1,1,0,2,1,3,135,0.5,0.6
8974,3,0,0,0,0,0,0,2,1,1,0,1,0,3.5,0,2,1,0,2,2,2,369,0.2,0.2
8975,5,0,0,0,0,0,0,1,0,0,0,0,0,4.0,1,2,1,0,1,1,5,484,0.3895238095238095,0.6409523809523809
8976,3,0,0,0,2,3,0,72,1,72,14,7,15,3.5,2,2,14,0,8,2,3,834,0.19611111111111112,0.5214814814814814
8977,4,0,0,0,11,0,3,5,1,0,0,0,0,4.0,1,1,6,0,2,1,3,190,0.3,0.5
8978,4,0,0,0,0,0,0,14,0,0,0,0,0,4.0,1,2,0,0,10,3,4,144,0.5833333333333334,0.6796296296296296
8979,4,17,16,10,584,62,5,288,21,4459,4345,4477,3829,4.0,1,2,28,0,13,1,3,1415,0.21559884559884562,0.4592592592592592
8980,3,0,0,0,3,0,0,13,0,1,0,1,1,4.0,1,2,7,0,3,1,4,337,0.64,0.6
8981,4,0,0,0,8,0,0,48,0,7,2,0,2,3.5,1,1,76,0,49,25,3,125,0.75,0.675
8982,1,0,0,0,0,0,0,14,0,3,0,0,0,4.0,1,1,18,0,2,1,2,1505,-0.1901785714285714,0.4523809523809524
8983,4,0,0,0,90,18,148,421,64,298,129,82,82,3.5,1,1,42,0,15,4,3,581,0.20178571428571426,0.3985119047619048
8984,5,0,0,0,0,0,0,12,0,2,2,0,0,4.5,1,2,0,0,3,2,4,329,0.65,0.675
8985,1,0,0,0,0,0,0,1,0,7,0,0,2,4.0,1,0,0,0,1,1,1,770,-0.006249999999999999,0.14166666666666666
8986,5,0,0,0,0,0,0,22,0,2,2,0,1,4.5,1,2,5,0,11,3,2,196,1.0,0.3
8987,4,0,0,0,0,0,0,3,1,0,0,0,0,3.5,1,1,0,0,3,3,4,1073,0.5,0.7398148148148148
8988,5,0,0,0,0,0,0,3,0,0,0,0,0,4.0,1,1,0,0,3,3,3,767,0.2699724517906336,0.43829201101928367
8989,4,4,4,4,430,81,100,658,40,4941,4481,5403,4202,4.0,1,2,42,0,12,1,4,1299,0.3883333333333333,0.6266666666666667
8990,5,0,0,0,0,0,0,1,0,0,0,0,0,4.0,0,2,0,0,1,1,5,202,0.125,0.5416666666666666
8991,5,1,0,0,21,3,0,6,0,7,2,1,2,4.0,1,1,17,0,3,2,4,427,0.42142857142857143,0.55
8992,1,0,0,0,5,0,0,3,0,4,0,0,0,4.0,1,1,18,0,2,1,3,1207,0.07395833333333333,0.45868055555555554
8993,5,0,0,0,0,0,0,6,0,6,1,0,0,4.0,1,1,46,0,6,3,3,436,0.0,0.3
8994,4,0,0,0,1,0,1,3,1,2,0,0,0,4.0,1,1,7,0,1,1,3,450,0.16999999999999998,0.25
8995,4,0,0,0,51,3,11,245,17,170,82,34,83,4.0,1,1,15,0,14,3,3,893,0.15416666666666665,0.7374999999999999
8996,4,0,0,0,23,0,2,22,1,15,4,3,4,4.0,1,1,18,0,7,2,3,336,0.3444444444444444,0.44814814814814813
8997,5,4,5,1,902,26,1,1180,457,1447,1016,945,495,4.0,1,1,79,0,42,4,3,499,0.27807017543859647,0.4845029239766082
8998,2,1,1,2,138,14,8,386,33,595,408,252,357,4.0,1,2,9,0,18,4,3,651,0.29178571428571426,0.5403571428571429
8999,4,0,0,0,52,4,42,290,14,425,160,61,242,3.5,1,0,14,0,8,1,3,857,0.13116883116883118,0.5228354978354979
9000,5,0,0,0,6,1,0,10,0,1,0,2,2,3.5,1,1,0,0,9,3,3,240,0.75,0.675
9001,5,0,0,0,5,0,0,16,0,8,4,1,7,3.5,1,1,23,0,3,1,4,756,0.5100250626566417,0.623642439431913
9002,5,0,0,0,0,0,0,1,0,0,0,0,0,3.5,1,1,0,0,1,1,5,186,0.23611111111111108,0.3138888888888889
9003,4,0,0,0,2,0,1,30,0,5,3,0,4,4.5,1,2,1,0,12,3,4,278,0.16785714285714287,0.5
9004,5,0,0,0,0,0,0,10,1,0,0,0,0,4.0,1,2,1,0,10,10,5,233,0.0,0.0
9005,3,0,0,0,0,0,0,3,0,0,0,0,0,4.0,1,1,0,0,2,1,2,279,0.2892857142857143,0.33035714285714285
9006,4,0,0,0,0,0,0,5,1,0,0,0,0,4.0,1,0,5,0,3,1,4,255,0.21999999999999997,0.45999999999999996
9007,5,0,0,0,1,0,0,88,3,43,20,4,24,3.5,1,1,0,0,9,2,2,750,0.3017906336088154,0.5323232323232323
9008,4,0,0,0,0,0,0,23,0,1,0,0,0,4.0,1,1,16,0,22,11,3,542,0.2375,0.23333333333333334
9009,4,0,0,0,8,0,0,2,0,0,0,0,0,4.0,1,0,0,0,2,2,2,308,0.0,0.0
9010,3,0,0,0,0,0,0,1,0,0,0,0,0,4.0,1,1,0,0,1,1,3,101,0.22499999999999998,0.5
9011,1,0,0,0,0,0,0,1,0,0,0,0,0,4.0,1,1,17,0,1,1,1,232,0.55,0.9444444444444444
9012,4,0,0,0,0,0,0,2,0,1,0,0,1,4.0,1,1,0,0,1,1,3,295,0.32407407407407407,0.4870370370370371
9013,5,0,0,0,0,0,0,17,0,5,3,0,1,4.0,1,1,0,0,15,8,4,557,0.3083333333333333,0.42916666666666675
9014,5,1,1,0,85,9,218,215,13,370,229,91,183,3.5,0,2,29,0,21,2,3,719,0.32000000000000006,0.6244444444444445
9015,5,0,0,0,0,0,0,1,0,1,0,0,0,3.5,0,2,0,0,1,1,5,655,0.33666666666666667,0.5700000000000001
9016,5,0,0,0,12,0,42,8,0,2,0,1,0,4.0,1,1,0,0,2,1,3,403,0.075,0.125
9017,2,0,0,0,0,0,0,19,0,10,5,1,0,3.5,1,1,7,0,10,3,4,167,0.5,0.15
9018,5,0,1,0,1,0,0,43,3,32,12,0,18,4.0,1,1,30,0,3,1,2,681,0.2727272727272727,0.48409090909090907
9019,2,2,0,3,0,0,0,12,0,24,1,0,7,4.0,1,1,16,0,1,1,2,378,0.08333333333333336,0.5296296296296297
9020,4,0,1,0,20,0,0,44,0,46,16,6,29,4.0,1,2,1,0,23,5,3,660,0.23703703703703705,0.512962962962963
9021,1,0,0,0,0,0,0,3,1,6,0,0,1,4.0,1,1,1,0,2,1,3,1118,0.1346831955922865,0.5270707070707071
9022,1,0,0,0,0,0,0,12,0,3,2,0,6,4.0,1,0,0,0,8,2,2,337,0.05714285714285714,0.19380952380952382
9023,4,0,0,0,0,0,0,1,0,0,0,0,0,3.5,1,2,1,0,1,1,4,328,0.5180555555555556,0.5263888888888889
9024,4,1,1,1,64,7,0,185,8,218,158,65,106,4.0,1,2,28,0,7,1,4,699,0.17777777777777778,0.2888888888888889
9025,4,0,0,0,0,0,0,2,0,0,0,0,0,4.0,1,2,6,0,2,2,4,907,0.27579365079365076,0.407936507936508
9026,1,0,0,0,0,0,0,1,0,0,0,0,0,4.0,1,1,0,0,1,1,1,2378,0.011363636363636374,0.5305555555555554
9027,1,0,0,0,0,0,0,2,0,1,0,0,1,4.0,1,1,8,0,1,1,3,713,-0.14722222222222223,0.5583333333333333
9028,4,1,0,0,68,6,115,202,20,248,167,72,90,4.5,1,3,33,0,5,1,3,781,0.4142857142857143,0.5499999999999999
9029,3,0,0,0,0,0,0,2,0,5,0,0,3,4.0,1,1,0,0,2,2,2,250,0.3833333333333333,0.45
9030,4,1,0,1,61,4,8,113,23,169,73,29,64,4.0,0,1,64,0,10,2,3,729,0.3151154401154401,0.5380952380952382
9031,4,0,0,0,26,2,0,136,15,210,78,18,63,4.0,1,0,66,0,5,1,3,1044,0.40285714285714275,0.5114285714285715
9032,3,0,0,0,3,0,0,18,0,15,5,2,6,3.5,1,1,37,0,3,1,2,301,0.3375,0.3125
9033,3,0,0,0,0,0,0,4,0,0,0,1,2,4.0,1,1,0,0,2,1,3,694,0.13774436090225564,0.43481203007518804
9034,1,1,0,3,0,0,0,3,0,1,1,0,5,3.0,0,0,0,0,2,2,2,294,-0.11616161616161617,0.5277777777777778
9035,2,0,0,0,1,1,0,32,0,23,6,1,15,4.0,1,1,0,0,5,1,2,343,0.2693877551020408,0.576530612244898
9036,3,0,0,0,4,0,0,14,0,12,2,1,1,4.0,1,1,28,0,2,1,3,1535,0.08875661375661376,0.40259462759462755
9037,1,0,0,0,0,0,0,6,0,2,0,0,0,4.0,1,1,1,0,3,1,3,420,0.06166666666666667,0.30833333333333335
9038,5,0,0,0,0,0,0,4,0,0,0,0,0,4.5,1,2,0,0,2,1,4,853,1.0,0.3
9039,4,1,0,0,177,22,4,476,27,566,323,123,234,3.5,0,2,51,0,14,1,4,315,0.4,0.5
9040,5,0,0,0,0,0,0,11,1,0,0,0,0,4.0,1,2,0,0,11,11,4,420,0.16666666666666669,0.44166666666666665
9041,4,0,0,0,53,1,22,20,1,5,2,1,0,4.0,1,2,7,0,9,5,3,93,-0.6,1.0
9042,1,0,0,0,0,0,0,17,1,18,4,0,6,4.0,1,2,8,0,7,2,2,1198,0.15424242424242426,0.4568484848484848
9043,4,0,0,0,1,0,0,5,0,0,0,0,0,4.0,1,2,1,0,5,5,4,635,0.41904761904761895,0.43809523809523815
9044,4,0,0,0,27,1,0,77,2,48,21,18,27,4.0,1,0,32,0,5,1,3,902,0.7,0.6000000000000001
9045,4,0,0,0,0,0,0,10,0,2,1,0,0,3.5,1,1,0,0,4,2,4,393,0.1,0.6799999999999999
9046,4,1,0,0,5,0,0,5,0,7,3,1,1,4.0,1,2,23,0,2,1,4,928,0.43124999999999997,0.5923611111111111
9047,2,0,0,0,1,0,0,2,0,0,0,0,0,4.0,1,2,1,0,2,2,3,107,0.475,0.4666666666666667
9048,4,0,0,0,0,0,0,11,0,2,1,0,2,4.0,1,1,12,0,5,2,4,210,0.17380952380952377,0.42857142857142855
9049,5,0,0,0,0,0,0,1,0,0,0,0,0,4.0,0,1,0,0,1,1,5,1116,0.15946969696969698,0.41739898989898994
9050,4,2,2,2,0,0,0,52,0,10,7,1,3,4.0,1,1,0,0,11,3,3,239,0.5,0.56
9051,2,0,0,0,0,0,0,23,3,1,0,0,0,4.0,1,2,0,0,8,3,3,391,0.09999999999999998,0.44999999999999996
9052,4,0,0,0,0,0,0,2,0,0,1,0,0,4.0,1,2,14,0,1,1,4,463,0.47222222222222215,0.4527777777777778
9053,1,0,0,0,0,0,0,1,0,0,0,0,0,4.0,1,2,0,0,1,1,1,106,-0.09999999999999998,0.875
9054,5,0,0,0,0,0,0,1,0,0,0,0,0,3.5,1,2,0,0,1,1,5,1472,0.40925925925925927,0.6055555555555555
9055,5,0,0,0,0,0,0,3,1,0,0,0,0,4.0,1,1,0,0,2,1,3,423,0.25515873015873014,0.5710317460317461
9056,5,0,0,0,0,0,0,7,0,0,0,0,0,3.5,1,1,0,0,3,2,4,365,0.25,0.4
9057,5,0,0,0,1,0,0,29,0,0,1,1,1,4.0,1,0,13,0,8,1,4,179,-0.04999999999999999,0.7749999999999999
9058,1,0,0,0,0,0,0,1,0,0,0,0,0,4.0,1,2,0,0,1,1,1,150,0.0,0.0
9059,5,0,0,0,0,0,0,10,0,0,0,0,0,4.0,1,1,0,0,7,3,5,418,0.2818181818181818,0.3298701298701299
9060,4,2,1,0,4,1,2,68,9,34,8,5,6,3.5,1,1,9,0,6,2,2,492,0.29333333333333333,0.5477777777777778
9061,3,0,0,0,63,16,0,606,64,975,660,680,585,4.0,1,2,52,0,8,1,3,820,0.09821428571428571,0.3638392857142857
9062,1,0,0,0,0,0,0,1,0,0,0,0,0,4.0,1,2,0,0,1,1,1,1298,-0.010347985347985337,0.45100732600732596
9063,1,0,0,0,0,0,0,1,0,0,0,0,0,4.0,1,1,0,0,1,1,1,1874,-0.030448717948717945,0.47628205128205126
